AREA;1 AngDRC;2 Argentina;3 Bolivia;4 Brasil;5 Colombia;6 Ghana;7 IvoryCoast;8 Indonesia;9 Madagascar;10 Malasya;11 Mozambique;12 Myanmar;13 Nigeria;14 Paraguay;15 Peru;16 Uruguay;17 Venezuela;18 NewZealand;19 Oceania;20 China;21 Japan;22 Korea;23 India;24 EastAsia;25 SEAsia;26 SouthAsia;27 US;28 Canada;29 Mexico;30 LatinAmer;31 EU27;32 UK;33 Russia;34 EFTA;35 MENA;36 SSA;37 RestofWorld;Total;
1 New18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.212;0;0;0;0;0;0;0;0;0;0.033;0.005;0;3.768;0;2.841;0;0;6.859;
2 New17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.134;0;0;0;0;0;0;0;0.134;
3 New16;0;0.024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.028;0.463;0.060;0;0;0;0;0;0;5.346;0;1.715;0.056;1.240;0;1.250;0;0;0.017;10.200;
4 New15;0;0.019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.041;0.055;95.879;33.127;0;0;45.815;0;0;0.040;92.102;0;1.182;77.357;0.102;243.498;14.644;6.950;0;7.469;618.280;
5 New14;0;0.363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77.711;2.152;0;0;16.365;0;0;3.343;41.813;0;1.851;2.204;0;15.502;0.413;4.561;0;124.935;291.212;
6 New13;0;0.004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210.801;0;0;0;0.827;0;0.009;0.196;0;0;0.096;0.045;0;0.036;0.049;0.104;0;56.787;268.954;
7 New12;417.599;222.992;1.888;1529.836;383.075;0;0;56.291;128.509;0.738;0;27.270;0;238.585;159.856;56.917;17.199;91.007;37.326;20739.643;190.113;13.544;466.820;210.736;631.279;148.857;188.341;0.014;29.390;172.573;436.270;21.728;0.615;2.412;422.114;997.404;33.463;28074.403;
8 New11;168.516;74.196;7.815;82.088;4.396;0;0;2.481;83.311;0;0.051;370.983;8.445;0;138.246;0;3.104;30.209;54.105;7639.566;274.829;484.633;1134.721;104.954;17.761;201.512;287.085;13.441;85.149;223.112;3041.808;211.525;9.505;8.674;95.400;1762.008;180.373;16804.003;
9 New10;158.433;371.568;15.189;3.889;0;0;0;0.166;9.900;0;17.387;9.588;0.836;0;116.376;0;0.100;10.748;209.228;8827.929;233.707;43.246;2099.480;890.611;0.132;1204.043;857.544;312.077;288.748;413.579;5492.934;245.810;702.943;50.691;2698.524;1652.609;2232.068;29170.084;
10 New9;295.736;105.905;147.799;0;0.431;0;0;0.260;0;0;12.292;0.858;0;0;215.112;0;0;0.168;504.763;10469.248;37.277;0;9877.242;51.650;0;542.709;1173.700;422.354;522.576;115.356;2001.425;0;2147.882;1.114;3580.216;547.184;1281.853;34055.109;
11 New8;95.627;100.527;73.210;0;0.047;0;0;0;0;0;0;0;0;0;249.180;0;0.030;0;697.575;1480.536;0;0;3677.251;2.502;0;643.417;1868.418;2616.341;971.608;32.032;98.744;0;1715.758;0.244;4249.915;338.999;2122.050;21034.010;
12 New7;1.248;283.433;7.090;0;0.057;0;0;0;0;0;0;0;0;0;95.202;0;0;0;28.241;588.723;0;0;800.438;0.701;0;1613.931;170.358;0;379.192;41.374;0.308;0;0;0.081;2940.439;130.007;299.803;7380.628;
13 New6;641.857;8.161;11.864;1402.002;764.826;500.293;848.449;3313.753;457.484;167.841;0;0;1438.740;110.064;144.194;0;31.122;0;341.369;409.817;0.562;0;0;52.558;2916.178;180.494;0;0;346.098;590.431;0;0;0;0;0;1913.975;0;16592.133;
14 New5;4575.195;2.478;43.400;2428.470;230.913;1506.925;1714.484;480.559;122.774;0;76.346;1032.396;9003.748;6.005;8.697;0;215.826;0;36.758;388.823;0;0;1224.284;52.191;3337.713;923.882;17.625;0;218.365;1735.916;0;0;0;0;0;6827.261;0;36211.033;
15 New4;2043.768;46.366;202.987;1938.682;27.871;496.213;1372.799;121.802;148.712;0;1547.358;3746.194;8767.476;9.055;10.068;0;102.811;0;79.964;5.142;0;0;8720.446;0;2753.651;777.883;0.134;0;407.012;1233.523;0;0;0;0;0;7762.908;0;42322.827;
16 New3;263.820;0.094;34.024;917.732;1.494;203.481;21.129;86.485;76.866;0;370.351;4.062;2257.468;3.146;21.430;0;6.140;0;11.567;0;0;0;17757.848;0;0;4.788;0;0;727.370;77.875;0;0;0;0;0;4559.759;0;27406.928;
17 New2;127.276;0;0;63.930;0.002;0;0;0;3.739;0;18.255;0;1844.806;0.639;36.764;0;0.203;0;1.937;0;0;0;2101.923;0;0;0;0;0;22.562;7.101;0;0;0;0;0;6758.235;0;10987.374;
18 New1;0;0;0;0;0.000;0;0;0;0;0;9.348;0;172.310;0;75.919;0;0.006;0;1.508;0;0;0;39.429;0;0;67.457;0;0;27.618;0.491;0;0;0;0;297.313;1788.710;0;2480.108;
Total;8789.078;1216.132;545.265;8366.629;1413.112;2706.912;3956.862;4061.798;1031.296;168.579;2051.387;5191.350;23493.829;367.494;1271.044;56.917;376.540;132.172;2004.425;50934.495;771.826;541.424;47899.881;1428.909;9656.714;6308.982;4566.784;3503.488;4025.689;4648.373;11151.156;480.405;4839.508;79.572;14298.378;35039.059;6338.817;273714.280;
